epoch,accuracy,loss,val_accuracy,val_loss,,,,,,,,,,,,,,,,,,,
19,0.9989330768585205,0.004011561,0.998235822,0.006914448,,,,,,,,,,,,,,,,,,,
20,0.9986200928688049,0.004517276,0.9985772967338562,0.004214566,,,,,,,,,,,,,,,,,,,
21,0.998691201,0.003918114,0.9981788992881775,0.007515965,,,,,,,,,,,,,,,,,,,
22,0.9986627697944641,0.003958492,0.9984065294265747,0.005277118,,,,,,,,,,,,,,,,,,,
23,0.9988192319869995,0.003711588,0.9984634518623352,0.004958699,,,,,,,,,,,,,,,,,,,
24,0.9989615082740784,0.003442087,0.9987480044364929,0.005517267,,,,,,,,,,,,,,,,,,,
25,0.9991180300712585,0.003041693,0.9988049268722534,0.005029211,,,,,,,,,,,,,,,,,,,
26,0.998989999,0.00316974,0.9985203742980957,0.005221926,,,,,,,,,,,,,,,,,,,
27,0.9992602467536926,0.002460872,0.9980081915855408,0.007563978,,,,,,,,,,,,,,,,,,,
28,0.9991464614868164,0.002652889,0.9986342191696167,0.005921081,,,,,,,,,,,,,,,,,,,
29,0.9992033839225769,0.002617755,0.9989187121391296,0.003838489,,,,,,,,,,,,,,,,,,,
30,0.999274492,0.002808944,0.9985772967338562,0.004675084,,,,,,,,,,,,,,,,,,,
31,0.999459445,0.001976578,0.9984065294265747,0.006083308,,,,,,,,,,,,,,,,,,,
32,0.999345601,0.002136998,0.9988049268722534,0.005849239,,,,,,,,,,,,,,,,,,,
33,0.9993598461151123,0.002336579,0.9966424107551575,0.013192486949265003,,,,,,,,,,,,,,,,,,,
34,0.9993171691894531,0.002367973,0.9975529313087463,0.008642521,,,,,,,,,,,,,,,,,,,
35,0.9994025230407715,0.002053932,0.998349667,0.006232446,,,,,,,,,,,,,,,,,,,
36,0.9993598461151123,0.001947215,0.9985203742980957,0.007144806,,,,,,,,,,,,,,,,,,,
37,0.999459445,0.001807831,0.9984065294265747,0.00640261,,,,,,,,,,,,,,,,,,,
38,0.9996728301048279,0.001473944,0.9988049268722534,0.004213415,,,,,,,,,,,,,,,,,,,
39,0.9995163083076477,0.001662099,0.9984065294265747,0.006225085,,,,,,,,,,,,,,,,,,,
40,0.9993029236793518,0.002158979,0.9986342191696167,0.005235929,,,,,,,,,,,,,,,,,,,
41,0.999345601,0.002220053,0.9987480044364929,0.005112458,,,,,,,,,,,,,,,,,,,
42,0.9994736313819885,0.001708249,0.9989756345748901,0.005327685,,,,,,,,,,,,,,,,,,,
43,0.9995447993278503,0.00154497,0.9986910820007324,0.004677389,,,,,,,,,,,,,,,,,,,
44,0.999459445,0.001442943,0.9981220364570618,0.008242738,,,,,,,,,,,,,,,,,,,
45,0.9995163083076477,0.001552715,0.9989187121391296,0.004665478,,,,,,,,,,,,,,,,,,,
46,0.999530554,0.001413317,0.9986342191696167,0.005374817,,,,,,,,,,,,,,,,,,,
47,0.9995447993278503,0.001430558,0.998349667,0.006193224,,,,,,,,,,,,,,,,,,,
48,0.999459445,0.001513768,0.9989756345748901,0.004332323,,,,,,,,,,,,,,,,,,,
49,0.9995163083076477,0.00144964,0.9988618493080139,0.005131947,,,,,,,,,,,,,,,,,,,
50,0.9997012615203857,0.001112355,0.9990894794464111,0.005317564,,,,,,,,,,,,,,,,,,,
51,0.999530554,0.001457284,0.9989187121391296,0.00590625,,,,,,,,,,,,,,,,,,,
52,0.9996016621589661,0.001264908,0.9990894794464111,0.004844302,,,,,,,,,,,,,,,,,,,
53,0.9996159076690674,0.001245754,0.9990894794464111,0.004499963,,,,,,,,,,,,,,,,,,,
54,0.999530554,0.001702076,0.9989187121391296,0.005746302,,,,,,,,,,,,,,,,,,,
55,0.9995874762535095,0.001304263,0.9989187121391296,0.00581124,,,,,,,,,,,,,,,,,,,
56,0.9995874762535095,0.001459123,0.9992032647132874,0.005228936,,,,,,,,,,,,,,,,,,,
57,0.9997296929359436,0.000863869,0.9986342191696167,0.006777782,,,,,,,,,,,,,,,,,,,
58,0.9996159076690674,0.001195585,0.9989756345748901,0.005921171,,,,,,,,,,,,,,,,,,,
59,0.9997581839561462,0.001018165,0.9990325570106506,0.004198126,,,,,,,,,,,,,,,,,,,
60,0.9995732307434082,0.001180503,0.9990894794464111,0.004572517,,,,,,,,,,,,,,,,,,,
61,0.9996159076690674,0.001357781,0.9990325570106506,0.00437454,,,,,,,,,,,,,,,,,,,
62,0.9997439384460449,0.000818334,0.9989756345748901,0.005188247,,,,,,,,,,,,,,,,,,,
63,0.9996159076690674,0.001209456,0.9989756345748901,0.003905897,,,,,,,,,,,,,,,,,,,
64,0.9997439384460449,0.000782493,0.9989756345748901,0.004450837,,,,,,,,,,,,,,,,,,,
65,0.9995021224021912,0.001387223,0.9989756345748901,0.005062849,,,,,,,,,,,,,,,,,,,
66,0.9996301531791687,0.001169134,0.9988618493080139,0.006022349,,,,,,,,,,,,,,,,,,,
67,0.9997155070304871,0.000797338,0.9991463422775269,0.004386469,,,,,,,,,,,,,,,,,,,
68,0.9997866153717041,0.000701471,0.9990894794464111,0.004653051,,,,,,,,,,,,,,,,,,,
69,0.9997439384460449,0.000871602,0.9985772967338562,0.007285375,,,,,,,,,,,,,,,,,,,
70,0.9995874762535095,0.001417447,0.9990894794464111,0.004289989,,,,,,,,,,,,,,,,,,,
71,0.9997155070304871,0.000805883,0.9990894794464111,0.005074098,,,,,,,,,,,,,,,,,,,
72,0.9998719692230225,0.000564655,0.9988618493080139,0.005792369,,,,,,,,,,,,,,,,,,,
73,0.9997155070304871,0.000865302,0.9993171095848083,0.003529232,,,,,,,,,,,,,,,,,,,
74,0.9996016621589661,0.001124846,0.9992601871490479,0.003360259,,,,,,,,,,,,,,,,,,,
75,0.9996159076690674,0.001196385,0.9994308948516846,0.003395668,,,,,,,,,,,,,,,,,,,
76,0.999815047,0.000883129,0.9992601871490479,0.004452482,,,,,,,,,,,,,,,,,,,
77,0.9997866153717041,0.000740434,0.9990894794464111,0.004588641,,,,,,,,,,,,,,,,,,,
78,0.9997012615203857,0.000904022,0.9990325570106506,0.005965338,,,,,,,,,,,,,,,,,,,
79,0.999815047,0.000750686,0.9993171095848083,0.004119999,,,,,,,,,,,,,,,,,,,
80,0.9997581839561462,0.001036231,0.9991463422775269,0.00446521,,,,,,,,,,,,,,,,,,,
81,0.9998719692230225,0.000452228,0.9991463422775269,0.00527991,,,,,,,,,,,,,,,,,,,
82,0.9997012615203857,0.000956088,0.9988618493080139,0.00540205,,,,,,,,,,,,,,,,,,,
83,0.9997012615203857,0.000956735,0.9992032647132874,0.004664592,,,,,,,,,,,,,,,,,,,
84,0.9998292922973633,0.00059066,0.9994308948516846,0.004033889,,,,,,,,,,,,,,,,,,,
85,0.9998292922973633,0.000608712,0.9992032647132874,0.004583655,,,,,,,,,,,,,,,,,,,
86,0.9996585845947266,0.001048174,0.9992032647132874,0.005023182,,,,,,,,,,,,,,,,,,,
87,0.9998292922973633,0.000628397,0.9986342191696167,0.008242765,,,,,,,,,,,,,,,,,,,
88,0.9997866153717041,0.000574175,0.9993171095848083,0.004562334,,,,,,,,,,,,,,,,,,,
89,0.9997723698616028,0.000589519,0.9993740320205688,0.002931519,,,,,,,,,,,,,,,,,,,
90,0.999815047,0.000687731,0.9994308948516846,0.003388676,,,,,,,,,,,,,,,,,,,
91,0.9999004006385803,0.000337127,0.9991463422775269,0.004482755,,,,,,,,,,,,,,,,,,,
92,0.9997012615203857,0.000875501,0.9995447397232056,0.003074185,,,,,,,,,,,,,,,,,,,
93,0.999815047,0.000692741,0.9993740320205688,0.003520919,,,,,,,,,,,,,,,,,,,
94,0.9998292922973633,0.000786032,0.9990325570106506,0.003923689,,,,,,,,,,,,,,,,,,,
95,0.9997723698616028,0.00070247,0.9991463422775269,0.004835509,,,,,,,,,,,,,,,,,,,
96,0.9997866153717041,0.000575757,0.9988049268722534,0.00502414,,,,,,,,,,,,,,,,,,,
97,0.9998862147331238,0.000522427,0.9993740320205688,0.003813885,,,,,,,,,,,,,,,,,,,
98,0.9998435378074646,0.000505527,0.9994878172874451,0.003197493,,,,,,,,,,,,,,,,,,,
99,0.9997866153717041,0.000701237,0.9989187121391296,0.004730867,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
